1760596586.307398 server started (2384003): version next-3.7, socket /tmp/smux-1000//tmp/smux-debug.log, protocol 8
1760596586.307413 on Linux 6.16.7-arch1-1 #1 SMP PREEMPT_DYNAMIC Thu, 11 Sep 2025 17:42:36 +0000
1760596586.307419 using libevent 2.1.12-stable poll
1760596586.307420 using ncurses 6.5 20240427
1760596586.307587 input_key_build: 0x400000010e271 (Right[C]) is \033OC
1760596586.307588 input_key_build: 0x800000010e003 (PasteStart[I]) is \033[200~
1760596586.307589 input_key_build: 0x800000010e004 (PasteEnd[I]) is \033[201~
1760596586.307590 input_key_build: 0x810000010e25b (M-F1[I]) is \033[1;3P
1760596586.307591 input_key_build: 0x810000010e25c (M-F2[I]) is \033[1;3Q
1760596586.307592 input_key_build: 0x810000010e25d (M-F3[I]) is \033[1;3R
1760596586.307593 input_key_build: 0x810000010e25e (M-F4[I]) is \033[1;3S
1760596586.307594 input_key_build: 0x810000010e25f (M-F5[I]) is \033[15;3~
1760596586.307595 input_key_build: 0x810000010e260 (M-F6[I]) is \033[17;3~
1760596586.307596 input_key_build: 0x810000010e261 (M-F7[I]) is \033[18;3~
1760596586.307597 input_key_build: 0x810000010e262 (M-F8[I]) is \033[19;3~
1760596586.307598 input_key_build: 0x810000010e263 (M-F9[I]) is \033[20;3~
1760596586.307598 input_key_build: 0x810000010e264 (M-F10[I]) is \033[21;3~
1760596586.307599 input_key_build: 0x810000010e265 (M-F11[I]) is \033[23;3~
1760596586.307600 input_key_build: 0x810000010e266 (M-F12[I]) is \033[24;3~
1760596586.307601 input_key_build: 0x810000010e267 (M-IC[I]) is \033[2;3~
1760596586.307602 input_key_build: 0x810000010e268 (M-DC[I]) is \033[3;3~
1760596586.307603 input_key_build: 0x810000010e269 (M-Home[I]) is \033[1;3H
1760596586.307604 input_key_build: 0x810000010e26a (M-End[I]) is \033[1;3F
1760596586.307605 input_key_build: 0x810000010e26b (M-NPage[I]) is \033[6;3~
1760596586.307606 input_key_build: 0x810000010e26c (M-PPage[I]) is \033[5;3~
1760596586.307607 input_key_build: 0x810000010e26e (M-Up[I]) is \033[1;3A
1760596586.307608 input_key_build: 0x810000010e26f (M-Down[I]) is \033[1;3B
1760596586.307609 input_key_build: 0x810000010e270 (M-Left[I]) is \033[1;3D
1760596586.307610 input_key_build: 0x810000010e271 (M-Right[I]) is \033[1;3C
1760596586.307611 input_key_build: 0x830000010e25b (C-M-F1[I]) is \033[1;7P
1760596586.307612 input_key_build: 0x830000010e25c (C-M-F2[I]) is \033[1;7Q
1760596586.307612 input_key_build: 0x830000010e25d (C-M-F3[I]) is \033[1;7R
1760596586.307613 input_key_build: 0x830000010e25e (C-M-F4[I]) is \033[1;7S
1760596586.307614 input_key_build: 0x830000010e25f (C-M-F5[I]) is \033[15;7~
1760596586.307615 input_key_build: 0x830000010e260 (C-M-F6[I]) is \033[17;7~
1760596586.307616 input_key_build: 0x830000010e261 (C-M-F7[I]) is \033[18;7~
1760596586.307617 input_key_build: 0x830000010e262 (C-M-F8[I]) is \033[19;7~
1760596586.307618 input_key_build: 0x830000010e263 (C-M-F9[I]) is \033[20;7~
1760596586.307619 input_key_build: 0x830000010e264 (C-M-F10[I]) is \033[21;7~
1760596586.307620 input_key_build: 0x830000010e265 (C-M-F11[I]) is \033[23;7~
1760596586.307621 input_key_build: 0x830000010e266 (C-M-F12[I]) is \033[24;7~
1760596586.307622 input_key_build: 0x830000010e267 (C-M-IC[I]) is \033[2;7~
1760596586.307623 input_key_build: 0x830000010e268 (C-M-DC[I]) is \033[3;7~
1760596586.307624 input_key_build: 0x830000010e269 (C-M-Home[I]) is \033[1;7H
1760596586.307625 input_key_build: 0x830000010e26a (C-M-End[I]) is \033[1;7F
1760596586.307626 input_key_build: 0x830000010e26b (C-M-NPage[I]) is \033[6;7~
1760596586.307627 input_key_build: 0x830000010e26c (C-M-PPage[I]) is \033[5;7~
1760596586.307628 input_key_build: 0x830000010e26e (C-M-Up[I]) is \033[1;7A
1760596586.307630 input_key_build: 0x830000010e26f (C-M-Down[I]) is \033[1;7B
1760596586.307632 input_key_build: 0x830000010e270 (C-M-Left[I]) is \033[1;7D
1760596586.307633 input_key_build: 0x830000010e271 (C-M-Right[I]) is \033[1;7C
1760596586.307634 input_key_build: 0x850000010e25b (M-S-F1[I]) is \033[1;4P
1760596586.307635 input_key_build: 0x850000010e25c (M-S-F2[I]) is \033[1;4Q
1760596586.307636 input_key_build: 0x850000010e25d (M-S-F3[I]) is \033[1;4R
1760596586.307637 input_key_build: 0x850000010e25e (M-S-F4[I]) is \033[1;4S
1760596586.307638 input_key_build: 0x850000010e25f (M-S-F5[I]) is \033[15;4~
1760596586.307639 input_key_build: 0x850000010e260 (M-S-F6[I]) is \033[17;4~
1760596586.307640 input_key_build: 0x850000010e261 (M-S-F7[I]) is \033[18;4~
1760596586.307641 input_key_build: 0x850000010e262 (M-S-F8[I]) is \033[19;4~
1760596586.307641 input_key_build: 0x850000010e263 (M-S-F9[I]) is \033[20;4~
1760596586.307642 input_key_build: 0x850000010e264 (M-S-F10[I]) is \033[21;4~
1760596586.307643 input_key_build: 0x850000010e265 (M-S-F11[I]) is \033[23;4~
1760596586.307644 input_key_build: 0x850000010e266 (M-S-F12[I]) is \033[24;4~
1760596586.307645 input_key_build: 0x850000010e267 (M-S-IC[I]) is \033[2;4~
1760596586.307646 input_key_build: 0x850000010e268 (M-S-DC[I]) is \033[3;4~
1760596586.307647 input_key_build: 0x850000010e269 (M-S-Home[I]) is \033[1;4H
1760596586.307648 input_key_build: 0x850000010e26a (M-S-End[I]) is \033[1;4F
1760596586.307649 input_key_build: 0x850000010e26b (M-S-NPage[I]) is \033[6;4~
1760596586.307650 input_key_build: 0x850000010e26c (M-S-PPage[I]) is \033[5;4~
1760596586.307651 input_key_build: 0x850000010e26e (M-S-Up[I]) is \033[1;4A
1760596586.307652 input_key_build: 0x850000010e26f (M-S-Down[I]) is \033[1;4B
1760596586.307653 input_key_build: 0x850000010e270 (M-S-Left[I]) is \033[1;4D
1760596586.307654 input_key_build: 0x850000010e271 (M-S-Right[I]) is \033[1;4C
1760596586.307655 input_key_build: 0x870000010e25b (C-M-S-F1[I]) is \033[1;8P
1760596586.307656 input_key_build: 0x870000010e25c (C-M-S-F2[I]) is \033[1;8Q
1760596586.307656 input_key_build: 0x870000010e25d (C-M-S-F3[I]) is \033[1;8R
1760596586.307657 input_key_build: 0x870000010e25e (C-M-S-F4[I]) is \033[1;8S
1760596586.307658 input_key_build: 0x870000010e25f (C-M-S-F5[I]) is \033[15;8~
1760596586.307659 input_key_build: 0x870000010e260 (C-M-S-F6[I]) is \033[17;8~
1760596586.307660 input_key_build: 0x870000010e261 (C-M-S-F7[I]) is \033[18;8~
1760596586.307661 input_key_build: 0x870000010e262 (C-M-S-F8[I]) is \033[19;8~
1760596586.307662 input_key_build: 0x870000010e263 (C-M-S-F9[I]) is \033[20;8~
1760596586.307663 input_key_build: 0x870000010e264 (C-M-S-F10[I]) is \033[21;8~
1760596586.307664 input_key_build: 0x870000010e265 (C-M-S-F11[I]) is \033[23;8~
1760596586.307665 input_key_build: 0x870000010e266 (C-M-S-F12[I]) is \033[24;8~
1760596586.307666 input_key_build: 0x870000010e267 (C-M-S-IC[I]) is \033[2;8~
1760596586.307667 input_key_build: 0x870000010e268 (C-M-S-DC[I]) is \033[3;8~
1760596586.307668 input_key_build: 0x870000010e269 (C-M-S-Home[I]) is \033[1;8H
1760596586.307669 input_key_build: 0x870000010e26a (C-M-S-End[I]) is \033[1;8F
1760596586.307670 input_key_build: 0x870000010e26b (C-M-S-NPage[I]) is \033[6;8~
1760596586.307671 input_key_build: 0x870000010e26c (C-M-S-PPage[I]) is \033[5;8~
1760596586.307672 input_key_build: 0x870000010e26e (C-M-S-Up[I]) is \033[1;8A
1760596586.307673 input_key_build: 0x870000010e26f (C-M-S-Down[I]) is \033[1;8B
1760596586.307674 input_key_build: 0x870000010e270 (C-M-S-Left[I]) is \033[1;8D
1760596586.307675 input_key_build: 0x870000010e271 (C-M-S-Right[I]) is \033[1;8C
1760596586.307694 yylex_token: end at WS
1760596586.307695 yylex_token: bind
1760596586.307696 yylex_token: end at WS
1760596586.307697 yylex_token: -N
1760596586.307699 yylex_token: end at WS
1760596586.307700 yylex_token: Send the prefix key
1760596586.307701 yylex_token: end at WS
1760596586.307702 yylex_token: C-b
1760596586.307703 yylex_token: end at WS
1760596586.307703 yylex_token: send-prefix
1760596586.307706 cmd_parse_build_commands 0:0: bind
1760596586.307708 cmd_parse_build_commands 0:1: -N
1760596586.307709 cmd_parse_build_commands 0:2: Send the prefix key
1760596586.307710 cmd_parse_build_commands 0:3: C-b
1760596586.307711 cmd_parse_build_commands 0:4 0:0: send-prefix
1760596586.307716 cmd_parse_build_commands 0:0: send-prefix
1760596586.307721 args_parse: flags end at 1 of 1
1760596586.307722 cmd_parse_build_commands: send-prefix
1760596586.307723 args_parse_flags: next -N
1760596586.307725 args_parse_flag_argument: -N = Send the prefix key
1760596586.307726 args_parse_flags: next C-b
1760596586.307727 args_parse: flags end at 3 of 5
1760596586.307728 args_parse: 3 = C-b (type STRING)
1760596586.307729 args_parse: 4 = send-prefix (type COMMANDS)
1760596586.307733 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1760596586.307735 cmdq_get_command: [bind-key/0x55c47eebca80] group 10
1760596586.307736 cmdq_append <global>: [bind-key/0x55c47eebca80]
1760596586.307737 yylex_token: end at WS
1760596586.307738 yylex_token: bind
1760596586.307739 yylex_token: end at WS
1760596586.307739 yylex_token: -N
1760596586.307741 yylex_token: end at WS
1760596586.307741 yylex_token: Rotate through the panes
1760596586.307742 yylex_token: end at WS
1760596586.307743 yylex_token: C-o
1760596586.307744 yylex_token: end at WS
1760596586.307745 yylex_token: rotate-window
1760596586.307746 cmd_parse_build_commands 0:0: bind
1760596586.307747 cmd_parse_build_commands 0:1: -N
1760596586.307748 cmd_parse_build_commands 0:2: Rotate through the panes
1760596586.307749 cmd_parse_build_commands 0:3: C-o
1760596586.307750 cmd_parse_build_commands 0:4 0:0: rotate-window
1760596586.307751 cmd_parse_build_commands 0:0: rotate-window
1760596586.307753 args_parse: flags end at 1 of 1
1760596586.307754 cmd_parse_build_commands: rotate-window
1760596586.307755 args_parse_flags: next -N
1760596586.307756 args_parse_flag_argument: -N = Rotate through the panes
1760596586.307757 args_parse_flags: next C-o
1760596586.307757 args_parse: flags end at 3 of 5
1760596586.307758 args_parse: 3 = C-o (type STRING)
1760596586.307759 args_parse: 4 = rotate-window (type COMMANDS)
1760596586.307769 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1760596586.307771 cmdq_get_command: [bind-key/0x55c47eebcf70] group 18
1760596586.307772 cmdq_append <global>: [bind-key/0x55c47eebcf70]
1760596586.307772 yylex_token: end at WS
1760596586.307773 yylex_token: bind
1760596586.307774 yylex_token: end at WS
1760596586.307775 yylex_token: -N
1760596586.307776 yylex_token: end at WS
1760596586.307777 yylex_token: Suspend the current client
1760596586.307778 yylex_token: end at WS
1760596586.307778 yylex_token: C-z
1760596586.307779 yylex_token: end at WS
1760596586.307780 yylex_token: suspend-client
1760596586.307781 cmd_parse_build_commands 0:0: bind
1760596586.307782 cmd_parse_build_commands 0:1: -N
1760596586.307783 cmd_parse_build_commands 0:2: Suspend the current client
1760596586.307784 cmd_parse_build_commands 0:3: C-z
1760596586.307785 cmd_parse_build_commands 0:4 0:0: suspend-client
1760596586.307786 cmd_parse_build_commands 0:0: suspend-client
1760596586.307788 args_parse: flags end at 1 of 1
1760596586.307789 cmd_parse_build_commands: suspend-client
1760596586.307790 args_parse_flags: next -N
1760596586.307791 args_parse_flag_argument: -N = Suspend the current client
1760596586.307792 args_parse_flags: next C-z
1760596586.307793 args_parse: flags end at 3 of 5
1760596586.307794 args_parse: 3 = C-z (type STRING)
1760596586.307795 args_parse: 4 = suspend-client (type COMMANDS)
1760596586.307797 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1760596586.307799 cmdq_get_command: [bind-key/0x55c47eebd3f0] group 26
1760596586.307800 cmdq_append <global>: [bind-key/0x55c47eebd3f0]
1760596586.307801 yylex_token: end at WS
1760596586.307801 yylex_token: bind
1760596586.307802 yylex_token: end at WS
1760596586.307803 yylex_token: -N
1760596586.307804 yylex_token: end at WS
1760596586.307805 yylex_token: Select next layout
1760596586.307807 yylex_token: end at WS
1760596586.307807 yylex_token: Space
1760596586.307808 yylex_token: end at WS
1760596586.307809 yylex_token: next-layout
1760596586.307810 cmd_parse_build_commands 0:0: bind
1760596586.307811 cmd_parse_build_commands 0:1: -N
1760596586.307812 cmd_parse_build_commands 0:2: Select next layout
1760596586.307813 cmd_parse_build_commands 0:3: Space
1760596586.307814 cmd_parse_build_commands 0:4 0:0: next-layout
1760596586.307815 cmd_parse_build_commands 0:0: next-layout
1760596586.307816 args_parse: flags end at 1 of 1
1760596586.307817 cmd_parse_build_commands: next-layout
1760596586.307818 args_parse_flags: next -N
1760596586.307819 args_parse_flag_argument: -N = Select next layout
1760596586.307820 args_parse_flags: next Space
1760596586.307821 args_parse: flags end at 3 of 5
1760596586.307822 args_parse: 3 = Space (type STRING)
1760596586.307823 args_parse: 4 = next-layout (type COMMANDS)
1760596586.307825 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1760596586.307826 cmdq_get_command: [bind-key/0x55c47eebd840] group 34
1760596586.307827 cmdq_append <global>: [bind-key/0x55c47eebd840]
1760596586.307828 yylex_token: end at WS
1760596586.307829 yylex_token: bind
1760596586.307830 yylex_token: end at WS
1760596586.307830 yylex_token: -N
1760596586.307831 yylex_token: end at WS
1760596586.307832 yylex_token: Break pane to a new window
1760596586.307833 yylex_token: end at WS
1760596586.307834 yylex_token: !
1760596586.307835 yylex_token: end at WS
1760596586.307836 yylex_token: break-pane
1760596586.307837 cmd_parse_build_commands 0:0: bind
1760596586.307837 cmd_parse_build_commands 0:1: -N
1760596586.307839 cmd_parse_build_commands 0:2: Break pane to a new window
1760596586.307839 cmd_parse_build_commands 0:3: !
1760596586.307840 cmd_parse_build_commands 0:4 0:0: break-pane
1760596586.307842 cmd_parse_build_commands 0:0: break-pane
1760596586.307843 args_parse: flags end at 1 of 1
1760596586.307844 cmd_parse_build_commands: break-pane
1760596586.307844 args_parse_flags: next -N
1760596586.307845 args_parse_flag_argument: -N = Break pane to a new window
1760596586.307846 args_parse_flags: next !
1760596586.307847 args_parse: flags end at 3 of 5
1760596586.307848 args_parse: 3 = ! (type STRING)
1760596586.307849 args_parse: 4 = break-pane (type COMMANDS)
1760596586.307851 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1760596586.307852 cmdq_get_command: [bind-key/0x55c47eebde00] group 42
1760596586.307853 cmdq_append <global>: [bind-key/0x55c47eebde00]
1760596586.307854 yylex_token: end at WS
1760596586.307855 yylex_token: bind
1760596586.307856 yylex_token: end at WS
1760596586.307856 yylex_token: -N
1760596586.307857 yylex_token: end at WS
1760596586.307858 yylex_token: Split window vertically
1760596586.307859 yylex_token: end at WS
1760596586.307860 yylex_token: "
1760596586.307861 yylex_token: end at WS
1760596586.307861 yylex_token: split-window
1760596586.307862 cmd_parse_build_commands 0:0: bind
1760596586.307863 cmd_parse_build_commands 0:1: -N
1760596586.307865 cmd_parse_build_commands 0:2: Split window vertically
1760596586.307866 cmd_parse_build_commands 0:3: "
1760596586.307867 cmd_parse_build_commands 0:4 0:0: split-window
1760596586.307868 cmd_parse_build_commands 0:0: split-window
1760596586.307870 args_parse: flags end at 1 of 1
1760596586.307871 cmd_parse_build_commands: split-window
1760596586.307871 args_parse_flags: next -N
1760596586.307872 args_parse_flag_argument: -N = Split window vertically
1760596586.307873 args_parse_flags: next "
1760596586.307874 args_parse: flags end at 3 of 5
1760596586.307875 args_parse: 3 = " (type STRING)
1760596586.307876 args_parse: 4 = split-window (type COMMANDS)
1760596586.307878 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1760596586.307879 cmdq_get_command: [bind-key/0x55c47eebe250] group 50
1760596586.307880 cmdq_append <global>: [bind-key/0x55c47eebe250]
1760596586.307882 yylex_token: end at WS
1760596586.307883 yylex_token: bind
1760596586.307884 yylex_token: end at WS
1760596586.307885 yylex_token: -N
1760596586.307886 yylex_token: end at WS
1760596586.307886 yylex_token: List all paste buffers
1760596586.307887 yylex_token: end at WS
1760596586.307888 yylex_token: #
1760596586.307889 yylex_token: end at WS
1760596586.307890 yylex_token: list-buffers
1760596586.307891 cmd_parse_build_commands 0:0: bind
1760596586.307891 cmd_parse_build_commands 0:1: -N
1760596586.307893 cmd_parse_build_commands 0:2: List all paste buffers
1760596586.307893 cmd_parse_build_commands 0:3: #
1760596586.307894 cmd_parse_build_commands 0:4 0:0: list-buffers
1760596586.307896 cmd_parse_build_commands 0:0: list-buffers
1760596586.307897 args_parse: flags end at 1 of 1
1760596586.307898 cmd_parse_build_commands: list-buffers
1760596586.307898 args_parse_flags: next -N
1760596586.307900 args_parse_flag_argument: -N = List all paste buffers
1760596586.307900 args_parse_flags: next #
1760596586.307901 args_parse: flags end at 3 of 5
1760596586.307902 args_parse: 3 = # (type STRING)
1760596586.307903 args_parse: 4 = list-buffers (type COMMANDS)
1760596586.307905 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1760596586.307906 cmdq_get_command: [bind-key/0x55c47eebe6b0] group 58
1760596586.307907 cmdq_append <global>: [bind-key/0x55c47eebe6b0]
1760596586.307908 yylex_token: end at WS
1760596586.307909 yylex_token: bind
1760596586.307909 yylex_token: end at WS
1760596586.307910 yylex_token: -N
1760596586.307911 yylex_token: end at WS
1760596586.307912 yylex_token: Rename current session
1760596586.307913 yylex_token: end at WS
1760596586.307914 yylex_token: $
1760596586.307914 yylex_token: end at WS
1760596586.307915 yylex_token: command-prompt
1760596586.307916 yylex_token: end at WS
1760596586.307917 yylex_token: -I#S
1760596586.307918 yylex_token: end at WS
1760596586.307919 yylex_token: rename-session
1760596586.307920 yylex_token: end at WS
1760596586.307920 yylex_token: --
1760596586.307921 yylex_token: end at WS
1760596586.307922 yylex_token: %%
