1760596594.301432 server started (2384452): version next-3.7, socket /tmp/smux-1000/default, protocol 8
1760596594.301445 on Linux 6.16.7-arch1-1 #1 SMP PREEMPT_DYNAMIC Thu, 11 Sep 2025 17:42:36 +0000
1760596594.301451 using libevent 2.1.12-stable poll
1760596594.301453 using ncurses 6.5 20240427
1760596594.301538 input_key_build: 0x20000010e26b (C-NPage) is \033[6;5~
1760596594.301539 input_key_build: 0x20000010e26c (C-PPage) is \033[5;5~
1760596594.301542 input_key_build: 0x20000010e26e (C-Up) is \033[1;5A
1760596594.301544 input_key_build: 0x20000010e26f (C-Down) is \033[1;5B
1760596594.301545 input_key_build: 0x20000010e270 (C-Left) is \033[1;5D
1760596594.301546 input_key_build: 0x20000010e271 (C-Right) is \033[1;5C
1760596594.301547 input_key_build: 0x40000010e25b (S-F1) is \033[1;2P
1760596594.301548 input_key_build: 0x40000010e25c (S-F2) is \033[1;2Q
1760596594.301549 input_key_build: 0x40000010e25d (S-F3) is \033[1;2R
1760596594.301550 input_key_build: 0x40000010e25e (S-F4) is \033[1;2S
1760596594.301550 input_key_build: 0x40000010e25f (S-F5) is \033[15;2~
1760596594.301551 input_key_build: 0x40000010e260 (S-F6) is \033[17;2~
1760596594.301552 input_key_build: 0x40000010e261 (S-F7) is \033[18;2~
1760596594.301553 input_key_build: 0x40000010e262 (S-F8) is \033[19;2~
1760596594.301554 input_key_build: 0x40000010e263 (S-F9) is \033[20;2~
1760596594.301555 input_key_build: 0x40000010e264 (S-F10) is \033[21;2~
1760596594.301556 input_key_build: 0x40000010e265 (S-F11) is \033[23;2~
1760596594.301557 input_key_build: 0x40000010e266 (S-F12) is \033[24;2~
1760596594.301558 input_key_build: 0x40000010e267 (S-IC) is \033[2;2~
1760596594.301559 input_key_build: 0x40000010e268 (S-DC) is \033[3;2~
1760596594.301559 input_key_build: 0x40000010e269 (S-Home) is \033[1;2H
1760596594.301560 input_key_build: 0x40000010e26a (S-End) is \033[1;2F
1760596594.301561 input_key_build: 0x40000010e26b (S-NPage) is \033[6;2~
1760596594.301562 input_key_build: 0x40000010e26c (S-PPage) is \033[5;2~
1760596594.301563 input_key_build: 0x40000010e26e (S-Up) is \033[1;2A
1760596594.301564 input_key_build: 0x40000010e26f (S-Down) is \033[1;2B
1760596594.301565 input_key_build: 0x40000010e270 (S-Left) is \033[1;2D
1760596594.301566 input_key_build: 0x40000010e271 (S-Right) is \033[1;2C
1760596594.301567 input_key_build: 0x60000010e25b (C-S-F1) is \033[1;6P
1760596594.301568 input_key_build: 0x60000010e25c (C-S-F2) is \033[1;6Q
1760596594.301569 input_key_build: 0x60000010e25d (C-S-F3) is \033[1;6R
1760596594.301570 input_key_build: 0x60000010e25e (C-S-F4) is \033[1;6S
1760596594.301571 input_key_build: 0x60000010e25f (C-S-F5) is \033[15;6~
1760596594.301572 input_key_build: 0x60000010e260 (C-S-F6) is \033[17;6~
1760596594.301573 input_key_build: 0x60000010e261 (C-S-F7) is \033[18;6~
1760596594.301574 input_key_build: 0x60000010e262 (C-S-F8) is \033[19;6~
1760596594.301575 input_key_build: 0x60000010e263 (C-S-F9) is \033[20;6~
1760596594.301575 input_key_build: 0x60000010e264 (C-S-F10) is \033[21;6~
1760596594.301576 input_key_build: 0x60000010e265 (C-S-F11) is \033[23;6~
1760596594.301577 input_key_build: 0x60000010e266 (C-S-F12) is \033[24;6~
1760596594.301578 input_key_build: 0x60000010e267 (C-S-IC) is \033[2;6~
1760596594.301579 input_key_build: 0x60000010e268 (C-S-DC) is \033[3;6~
1760596594.301580 input_key_build: 0x60000010e269 (C-S-Home) is \033[1;6H
1760596594.301581 input_key_build: 0x60000010e26a (C-S-End) is \033[1;6F
1760596594.301582 input_key_build: 0x60000010e26b (C-S-NPage) is \033[6;6~
1760596594.301583 input_key_build: 0x60000010e26c (C-S-PPage) is \033[5;6~
1760596594.301584 input_key_build: 0x60000010e26e (C-S-Up) is \033[1;6A
1760596594.301585 input_key_build: 0x60000010e26f (C-S-Down) is \033[1;6B
1760596594.301586 input_key_build: 0x60000010e270 (C-S-Left) is \033[1;6D
1760596594.301587 input_key_build: 0x60000010e271 (C-S-Right) is \033[1;6C
1760596594.301588 input_key_build: 0x200000010e272 (KP/[K]) is \033Oo
1760596594.301589 input_key_build: 0x200000010e273 (KP*[K]) is \033Oj
1760596594.301590 input_key_build: 0x200000010e274 (KP-[K]) is \033Om
1760596594.301591 input_key_build: 0x200000010e275 (KP7[K]) is \033Ow
1760596594.301592 input_key_build: 0x200000010e276 (KP8[K]) is \033Ox
1760596594.301592 input_key_build: 0x200000010e277 (KP9[K]) is \033Oy
1760596594.301593 input_key_build: 0x200000010e278 (KP+[K]) is \033Ok
1760596594.301594 input_key_build: 0x200000010e279 (KP4[K]) is \033Ot
1760596594.301595 input_key_build: 0x200000010e27a (KP5[K]) is \033Ou
1760596594.301597 input_key_build: 0x200000010e27b (KP6[K]) is \033Ov
1760596594.301598 input_key_build: 0x200000010e27c (KP1[K]) is \033Oq
1760596594.301599 input_key_build: 0x200000010e27d (KP2[K]) is \033Or
1760596594.301600 input_key_build: 0x200000010e27e (KP3[K]) is \033Os
1760596594.301601 input_key_build: 0x200000010e27f (KPEnter[K]) is \033OM
1760596594.301602 input_key_build: 0x200000010e280 (KP0[K]) is \033Op
1760596594.301603 input_key_build: 0x200000010e281 (KP.[K]) is \033On
1760596594.301604 input_key_build: 0x400000010e26e (Up[C]) is \033OA
1760596594.301605 input_key_build: 0x400000010e26f (Down[C]) is \033OB
1760596594.301606 input_key_build: 0x400000010e270 (Left[C]) is \033OD
1760596594.301607 input_key_build: 0x400000010e271 (Right[C]) is \033OC
1760596594.301608 input_key_build: 0x800000010e003 (PasteStart[I]) is \033[200~
1760596594.301609 input_key_build: 0x800000010e004 (PasteEnd[I]) is \033[201~
1760596594.301610 input_key_build: 0x810000010e25b (M-F1[I]) is \033[1;3P
1760596594.301611 input_key_build: 0x810000010e25c (M-F2[I]) is \033[1;3Q
1760596594.301612 input_key_build: 0x810000010e25d (M-F3[I]) is \033[1;3R
1760596594.301613 input_key_build: 0x810000010e25e (M-F4[I]) is \033[1;3S
1760596594.301613 input_key_build: 0x810000010e25f (M-F5[I]) is \033[15;3~
1760596594.301614 input_key_build: 0x810000010e260 (M-F6[I]) is \033[17;3~
1760596594.301615 input_key_build: 0x810000010e261 (M-F7[I]) is \033[18;3~
1760596594.301616 input_key_build: 0x810000010e262 (M-F8[I]) is \033[19;3~
1760596594.301617 input_key_build: 0x810000010e263 (M-F9[I]) is \033[20;3~
1760596594.301618 input_key_build: 0x810000010e264 (M-F10[I]) is \033[21;3~
1760596594.301619 input_key_build: 0x810000010e265 (M-F11[I]) is \033[23;3~
1760596594.301620 input_key_build: 0x810000010e266 (M-F12[I]) is \033[24;3~
1760596594.301621 input_key_build: 0x810000010e267 (M-IC[I]) is \033[2;3~
1760596594.301622 input_key_build: 0x810000010e268 (M-DC[I]) is \033[3;3~
1760596594.301623 input_key_build: 0x810000010e269 (M-Home[I]) is \033[1;3H
1760596594.301624 input_key_build: 0x810000010e26a (M-End[I]) is \033[1;3F
1760596594.301625 input_key_build: 0x810000010e26b (M-NPage[I]) is \033[6;3~
1760596594.301626 input_key_build: 0x810000010e26c (M-PPage[I]) is \033[5;3~
1760596594.301627 input_key_build: 0x810000010e26e (M-Up[I]) is \033[1;3A
1760596594.301628 input_key_build: 0x810000010e26f (M-Down[I]) is \033[1;3B
1760596594.301629 input_key_build: 0x810000010e270 (M-Left[I]) is \033[1;3D
1760596594.301630 input_key_build: 0x810000010e271 (M-Right[I]) is \033[1;3C
1760596594.301631 input_key_build: 0x830000010e25b (C-M-F1[I]) is \033[1;7P
1760596594.301632 input_key_build: 0x830000010e25c (C-M-F2[I]) is \033[1;7Q
1760596594.301633 input_key_build: 0x830000010e25d (C-M-F3[I]) is \033[1;7R
1760596594.301633 input_key_build: 0x830000010e25e (C-M-F4[I]) is \033[1;7S
1760596594.301634 input_key_build: 0x830000010e25f (C-M-F5[I]) is \033[15;7~
1760596594.301635 input_key_build: 0x830000010e260 (C-M-F6[I]) is \033[17;7~
1760596594.301636 input_key_build: 0x830000010e261 (C-M-F7[I]) is \033[18;7~
1760596594.301637 input_key_build: 0x830000010e262 (C-M-F8[I]) is \033[19;7~
1760596594.301638 input_key_build: 0x830000010e263 (C-M-F9[I]) is \033[20;7~
1760596594.301639 input_key_build: 0x830000010e264 (C-M-F10[I]) is \033[21;7~
1760596594.301640 input_key_build: 0x830000010e265 (C-M-F11[I]) is \033[23;7~
1760596594.301641 input_key_build: 0x830000010e266 (C-M-F12[I]) is \033[24;7~
1760596594.301642 input_key_build: 0x830000010e267 (C-M-IC[I]) is \033[2;7~
1760596594.301643 input_key_build: 0x830000010e268 (C-M-DC[I]) is \033[3;7~
1760596594.301644 input_key_build: 0x830000010e269 (C-M-Home[I]) is \033[1;7H
1760596594.301645 input_key_build: 0x830000010e26a (C-M-End[I]) is \033[1;7F
1760596594.301646 input_key_build: 0x830000010e26b (C-M-NPage[I]) is \033[6;7~
1760596594.301646 input_key_build: 0x830000010e26c (C-M-PPage[I]) is \033[5;7~
1760596594.301647 input_key_build: 0x830000010e26e (C-M-Up[I]) is \033[1;7A
1760596594.301649 input_key_build: 0x830000010e26f (C-M-Down[I]) is \033[1;7B
1760596594.301650 input_key_build: 0x830000010e270 (C-M-Left[I]) is \033[1;7D
1760596594.301651 input_key_build: 0x830000010e271 (C-M-Right[I]) is \033[1;7C
1760596594.301652 input_key_build: 0x850000010e25b (M-S-F1[I]) is \033[1;4P
1760596594.301653 input_key_build: 0x850000010e25c (M-S-F2[I]) is \033[1;4Q
1760596594.301654 input_key_build: 0x850000010e25d (M-S-F3[I]) is \033[1;4R
1760596594.301655 input_key_build: 0x850000010e25e (M-S-F4[I]) is \033[1;4S
1760596594.301656 input_key_build: 0x850000010e25f (M-S-F5[I]) is \033[15;4~
1760596594.301657 input_key_build: 0x850000010e260 (M-S-F6[I]) is \033[17;4~
1760596594.301658 input_key_build: 0x850000010e261 (M-S-F7[I]) is \033[18;4~
1760596594.301658 input_key_build: 0x850000010e262 (M-S-F8[I]) is \033[19;4~
1760596594.301660 input_key_build: 0x850000010e263 (M-S-F9[I]) is \033[20;4~
1760596594.301661 input_key_build: 0x850000010e264 (M-S-F10[I]) is \033[21;4~
1760596594.301662 input_key_build: 0x850000010e265 (M-S-F11[I]) is \033[23;4~
1760596594.301663 input_key_build: 0x850000010e266 (M-S-F12[I]) is \033[24;4~
1760596594.301663 input_key_build: 0x850000010e267 (M-S-IC[I]) is \033[2;4~
1760596594.301664 input_key_build: 0x850000010e268 (M-S-DC[I]) is \033[3;4~
1760596594.301665 input_key_build: 0x850000010e269 (M-S-Home[I]) is \033[1;4H
1760596594.301666 input_key_build: 0x850000010e26a (M-S-End[I]) is \033[1;4F
1760596594.301667 input_key_build: 0x850000010e26b (M-S-NPage[I]) is \033[6;4~
1760596594.301668 input_key_build: 0x850000010e26c (M-S-PPage[I]) is \033[5;4~
1760596594.301669 input_key_build: 0x850000010e26e (M-S-Up[I]) is \033[1;4A
1760596594.301670 input_key_build: 0x850000010e26f (M-S-Down[I]) is \033[1;4B
1760596594.301671 input_key_build: 0x850000010e270 (M-S-Left[I]) is \033[1;4D
1760596594.301672 input_key_build: 0x850000010e271 (M-S-Right[I]) is \033[1;4C
1760596594.301673 input_key_build: 0x870000010e25b (C-M-S-F1[I]) is \033[1;8P
1760596594.301674 input_key_build: 0x870000010e25c (C-M-S-F2[I]) is \033[1;8Q
1760596594.301675 input_key_build: 0x870000010e25d (C-M-S-F3[I]) is \033[1;8R
1760596594.301676 input_key_build: 0x870000010e25e (C-M-S-F4[I]) is \033[1;8S
1760596594.301677 input_key_build: 0x870000010e25f (C-M-S-F5[I]) is \033[15;8~
1760596594.301678 input_key_build: 0x870000010e260 (C-M-S-F6[I]) is \033[17;8~
1760596594.301679 input_key_build: 0x870000010e261 (C-M-S-F7[I]) is \033[18;8~
1760596594.301679 input_key_build: 0x870000010e262 (C-M-S-F8[I]) is \033[19;8~
1760596594.301680 input_key_build: 0x870000010e263 (C-M-S-F9[I]) is \033[20;8~
1760596594.301681 input_key_build: 0x870000010e264 (C-M-S-F10[I]) is \033[21;8~
1760596594.301682 input_key_build: 0x870000010e265 (C-M-S-F11[I]) is \033[23;8~
1760596594.301683 input_key_build: 0x870000010e266 (C-M-S-F12[I]) is \033[24;8~
1760596594.301684 input_key_build: 0x870000010e267 (C-M-S-IC[I]) is \033[2;8~
1760596594.301685 input_key_build: 0x870000010e268 (C-M-S-DC[I]) is \033[3;8~
1760596594.301686 input_key_build: 0x870000010e269 (C-M-S-Home[I]) is \033[1;8H
1760596594.301687 input_key_build: 0x870000010e26a (C-M-S-End[I]) is \033[1;8F
1760596594.301688 input_key_build: 0x870000010e26b (C-M-S-NPage[I]) is \033[6;8~
1760596594.301689 input_key_build: 0x870000010e26c (C-M-S-PPage[I]) is \033[5;8~
1760596594.301690 input_key_build: 0x870000010e26e (C-M-S-Up[I]) is \033[1;8A
1760596594.301691 input_key_build: 0x870000010e26f (C-M-S-Down[I]) is \033[1;8B
1760596594.301692 input_key_build: 0x870000010e270 (C-M-S-Left[I]) is \033[1;8D
1760596594.301693 input_key_build: 0x870000010e271 (C-M-S-Right[I]) is \033[1;8C
1760596594.301718 yylex_token: end at WS
1760596594.301719 yylex_token: bind
1760596594.301720 yylex_token: end at WS
1760596594.301721 yylex_token: -N
1760596594.301722 yylex_token: end at WS
1760596594.301723 yylex_token: Send the prefix key
1760596594.301724 yylex_token: end at WS
1760596594.301725 yylex_token: C-b
1760596594.301726 yylex_token: end at WS
1760596594.301726 yylex_token: send-prefix
1760596594.301730 cmd_parse_build_commands 0:0: bind
1760596594.301731 cmd_parse_build_commands 0:1: -N
1760596594.301732 cmd_parse_build_commands 0:2: Send the prefix key
1760596594.301733 cmd_parse_build_commands 0:3: C-b
1760596594.301734 cmd_parse_build_commands 0:4 0:0: send-prefix
1760596594.301739 cmd_parse_build_commands 0:0: send-prefix
1760596594.301743 args_parse: flags end at 1 of 1
1760596594.301745 cmd_parse_build_commands: send-prefix
1760596594.301746 args_parse_flags: next -N
1760596594.301747 args_parse_flag_argument: -N = Send the prefix key
1760596594.301748 args_parse_flags: next C-b
1760596594.301749 args_parse: flags end at 3 of 5
1760596594.301750 args_parse: 3 = C-b (type STRING)
1760596594.301752 args_parse: 4 = send-prefix (type COMMANDS)
1760596594.301756 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1760596594.301758 cmdq_get_command: [bind-key/0x56298d4c8fc0] group 6
1760596594.301759 cmdq_append <global>: [bind-key/0x56298d4c8fc0]
1760596594.301760 yylex_token: end at WS
1760596594.301761 yylex_token: bind
1760596594.301762 yylex_token: end at WS
1760596594.301763 yylex_token: -N
1760596594.301764 yylex_token: end at WS
1760596594.301765 yylex_token: Rotate through the panes
1760596594.301765 yylex_token: end at WS
1760596594.301766 yylex_token: C-o
1760596594.301767 yylex_token: end at WS
1760596594.301768 yylex_token: rotate-window
1760596594.301769 cmd_parse_build_commands 0:0: bind
1760596594.301770 cmd_parse_build_commands 0:1: -N
1760596594.301771 cmd_parse_build_commands 0:2: Rotate through the panes
1760596594.301772 cmd_parse_build_commands 0:3: C-o
1760596594.301773 cmd_parse_build_commands 0:4 0:0: rotate-window
1760596594.301775 cmd_parse_build_commands 0:0: rotate-window
1760596594.301776 args_parse: flags end at 1 of 1
1760596594.301777 cmd_parse_build_commands: rotate-window
1760596594.301778 args_parse_flags: next -N
1760596594.301779 args_parse_flag_argument: -N = Rotate through the panes
1760596594.301780 args_parse_flags: next C-o
1760596594.301780 args_parse: flags end at 3 of 5
1760596594.301781 args_parse: 3 = C-o (type STRING)
1760596594.301782 args_parse: 4 = rotate-window (type COMMANDS)
1760596594.301785 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1760596594.301786 cmdq_get_command: [bind-key/0x56298d4c9400] group 14
1760596594.301787 cmdq_append <global>: [bind-key/0x56298d4c9400]
1760596594.301788 yylex_token: end at WS
1760596594.301789 yylex_token: bind
1760596594.301790 yylex_token: end at WS
1760596594.301790 yylex_token: -N
1760596594.301791 yylex_token: end at WS
1760596594.301792 yylex_token: Suspend the current client
1760596594.301793 yylex_token: end at WS
1760596594.301794 yylex_token: C-z
1760596594.301795 yylex_token: end at WS
1760596594.301795 yylex_token: suspend-client
1760596594.301796 cmd_parse_build_commands 0:0: bind
1760596594.301797 cmd_parse_build_commands 0:1: -N
1760596594.301798 cmd_parse_build_commands 0:2: Suspend the current client
1760596594.301799 cmd_parse_build_commands 0:3: C-z
1760596594.301800 cmd_parse_build_commands 0:4 0:0: suspend-client
1760596594.301804 cmd_parse_build_commands 0:0: suspend-client
1760596594.301806 args_parse: flags end at 1 of 1
1760596594.301807 cmd_parse_build_commands: suspend-client
1760596594.301808 args_parse_flags: next -N
1760596594.301809 args_parse_flag_argument: -N = Suspend the current client
1760596594.301809 args_parse_flags: next C-z
1760596594.301810 args_parse: flags end at 3 of 5
1760596594.301811 args_parse: 3 = C-z (type STRING)
1760596594.301812 args_parse: 4 = suspend-client (type COMMANDS)
1760596594.301814 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1760596594.301816 cmdq_get_command: [bind-key/0x56298d4ca270] group 22
1760596594.301817 cmdq_append <global>: [bind-key/0x56298d4ca270]
1760596594.301817 yylex_token: end at WS
1760596594.301818 yylex_token: bind
1760596594.301819 yylex_token: end at WS
1760596594.301820 yylex_token: -N
1760596594.301820 yylex_token: end at WS
1760596594.301822 yylex_token: Select next layout
1760596594.301823 yylex_token: end at WS
1760596594.301824 yylex_token: Space
1760596594.301825 yylex_token: end at WS
1760596594.301826 yylex_token: next-layout
1760596594.301827 cmd_parse_build_commands 0:0: bind
1760596594.301827 cmd_parse_build_commands 0:1: -N
1760596594.301828 cmd_parse_build_commands 0:2: Select next layout
1760596594.301829 cmd_parse_build_commands 0:3: Space
1760596594.301830 cmd_parse_build_commands 0:4 0:0: next-layout
1760596594.301832 cmd_parse_build_commands 0:0: next-layout
1760596594.301833 args_parse: flags end at 1 of 1
1760596594.301834 cmd_parse_build_commands: next-layout
1760596594.301835 args_parse_flags: next -N
1760596594.301836 args_parse_flag_argument: -N = Select next layout
1760596594.301837 args_parse_flags: next Space
1760596594.301837 args_parse: flags end at 3 of 5
1760596594.301838 args_parse: 3 = Space (type STRING)
1760596594.301839 args_parse: 4 = next-layout (type COMMANDS)
1760596594.301841 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1760596594.301843 cmdq_get_command: [bind-key/0x56298d4caa30] group 30
1760596594.301844 cmdq_append <global>: [bind-key/0x56298d4caa30]
1760596594.301845 yylex_token: end at WS
1760596594.301845 yylex_token: bind
1760596594.301846 yylex_token: end at WS
1760596594.301847 yylex_token: -N
1760596594.301848 yylex_token: end at WS
1760596594.301849 yylex_token: Break pane to a new window
1760596594.301849 yylex_token: end at WS
1760596594.301850 yylex_token: !
1760596594.301851 yylex_token: end at WS
1760596594.301852 yylex_token: break-pane
1760596594.301853 cmd_parse_build_commands 0:0: bind
1760596594.301854 cmd_parse_build_commands 0:1: -N
1760596594.301855 cmd_parse_build_commands 0:2: Break pane to a new window
1760596594.301855 cmd_parse_build_commands 0:3: !
1760596594.301856 cmd_parse_build_commands 0:4 0:0: break-pane
1760596594.301857 cmd_parse_build_commands 0:0: break-pane
1760596594.301858 args_parse: flags end at 1 of 1
1760596594.301859 cmd_parse_build_commands: break-pane
1760596594.301860 args_parse_flags: next -N
1760596594.301861 args_parse_flag_argument: -N = Break pane to a new window
1760596594.301862 args_parse_flags: next !
1760596594.301863 args_parse: flags end at 3 of 5
1760596594.301864 args_parse: 3 = ! (type STRING)
1760596594.301865 args_parse: 4 = break-pane (type COMMANDS)
1760596594.301867 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1760596594.301869 cmdq_get_command: [bind-key/0x56298d4caef0] group 38
1760596594.301869 cmdq_append <global>: [bind-key/0x56298d4caef0]
1760596594.301870 yylex_token: end at WS
1760596594.301871 yylex_token: bind
1760596594.301872 yylex_token: end at WS
1760596594.301873 yylex_token: -N
1760596594.301873 yylex_token: end at WS
1760596594.301874 yylex_token: Split window vertically
1760596594.301875 yylex_token: end at WS
1760596594.301876 yylex_token: "
1760596594.301877 yylex_token: end at WS
1760596594.301878 yylex_token: split-window
1760596594.301879 cmd_parse_build_commands 0:0: bind
1760596594.301879 cmd_parse_build_commands 0:1: -N
1760596594.301880 cmd_parse_build_commands 0:2: Split window vertically
1760596594.301881 cmd_parse_build_commands 0:3: "
1760596594.301882 cmd_parse_build_commands 0:4 0:0: split-window
1760596594.301883 cmd_parse_build_commands 0:0: split-window
1760596594.301885 args_parse: flags end at 1 of 1
1760596594.301886 cmd_parse_build_commands: split-window
1760596594.301887 args_parse_flags: next -N
1760596594.301888 args_parse_flag_argument: -N = Split window vertically
1760596594.301889 args_parse_flags: next "
1760596594.301890 args_parse: flags end at 3 of 5
1760596594.301891 args_parse: 3 = " (type STRING)
1760596594.301892 args_parse: 4 = split-window (type COMMANDS)
1760596594.301894 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1760596594.301895 cmdq_get_command: [bind-key/0x56298d4cb360] group 46
1760596594.301896 cmdq_append <global>: [bind-key/0x56298d4cb360]
1760596594.301898 yylex_token: end at WS
1760596594.301899 yylex_token: bind
1760596594.301900 yylex_token: end at WS
1760596594.301901 yylex_token: -N
1760596594.301901 yylex_token: end at WS
1760596594.301902 yylex_token: List all paste buffers
1760596594.301903 yylex_token: end at WS
1760596594.301904 yylex_token: #
1760596594.301905 yylex_token: end at WS
1760596594.301905 yylex_token: list-buffers
1760596594.301906 cmd_parse_build_commands 0:0: bind
1760596594.301907 cmd_parse_build_commands 0:1: -N
1760596594.301908 cmd_parse_build_commands 0:2: List all paste buffers
1760596594.301909 cmd_parse_build_commands 0:3: #
1760596594.301910 cmd_parse_build_commands 0:4 0:0: list-buffers
1760596594.301911 cmd_parse_build_commands 0:0: list-buffers
1760596594.301913 args_parse: flags end at 1 of 1
1760596594.301914 cmd_parse_build_commands: list-buffers
1760596594.301914 args_parse_flags: next -N
1760596594.301915 args_parse_flag_argument: -N = List all paste buffers
1760596594.301916 args_parse_flags: next #
1760596594.301917 args_parse: flags end at 3 of 5
1760596594.301918 args_parse: 3 = # (type STRING)
1760596594.301919 args_parse: 4 = list-buffers (type COMMANDS)
1760596594.301921 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1760596594.301922 cmdq_get_command: [bind-key/0x56298d4cb8c0] group 54
1760596594.301923 cmdq_append <global>: [bind-key/0x56298d4cb8c0]
1760596594.301924 yylex_token: end at WS
1760596594.301925 yylex_token: bind
1760596594.301926 yylex_token: end at WS
1760596594.301926 yylex_token: -N
1760596594.301927 yylex_token: end at WS
1760596594.301928 yylex_token: Rename current session
1760596594.301929 yylex_token: end at WS
1760596594.301929 yylex_token: $
1760596594.301930 yylex_token: end at WS
1760596594.301931 yylex_token: command-prompt
1760596594.301932 yylex_token: end at WS
1760596594.301933 yylex_token: -I#S
1760596594.301934 yylex_token: end at WS
1760596594.301934 yylex_token: rename-session
1760596594.301935 yylex_token: end at WS
1760596594.301936 yylex_token: --
1760596594.301937 yylex_token: end at WS
1760596594.301937 yylex_token: %%
1760596594.301939 cmd_parse_build_commands 0:0: bind
